date,equity,peak,drawdown,returns
2024-04-01,30000.0,30000.0,0.0,0.0
2024-04-02,30000.0,30000.0,0.0,0.0
2024-04-03,30000.0,30000.0,0.0,0.0
2024-04-04,30000.0,30000.0,0.0,0.0
2024-04-05,30000.0,30000.0,0.0,0.0
2024-04-08,30000.0,30000.0,0.0,0.0
2024-04-09,30000.0,30000.0,0.0,0.0
2024-04-10,30000.0,30000.0,0.0,0.0
2024-04-11,30000.0,30000.0,0.0,0.0
2024-04-12,30000.0,30000.0,0.0,0.0
2024-04-15,30000.0,30000.0,0.0,0.0
2024-04-16,30000.0,30000.0,0.0,0.0
2024-04-17,30000.0,30000.0,0.0,0.0
2024-04-18,30000.0,30000.0,0.0,0.0
2024-04-19,30000.0,30000.0,0.0,0.0
2024-04-22,30000.0,30000.0,0.0,0.0
2024-04-23,30000.0,30000.0,0.0,0.0
2024-04-24,30000.0,30000.0,0.0,0.0
2024-04-25,30000.0,30000.0,0.0,0.0
2024-04-26,30000.0,30000.0,0.0,0.0
2024-04-29,30000.0,30000.0,0.0,0.0
2024-04-30,30000.0,30000.0,0.0,0.0
2024-05-01,30000.0,30000.0,0.0,0.0
2024-05-02,30000.0,30000.0,0.0,0.0
2024-05-03,30000.0,30000.0,0.0,0.0
2024-05-06,30000.0,30000.0,0.0,0.0
2024-05-07,30000.0,30000.0,0.0,0.0
